requirement_id,priority,path,value,confidence,source_refs,implementation,tests,status
CFG-0086,must,strategy.signals,"['cci_reversal', 'stochastic_reversal', 'rsi_reversal', 'pinbar_engulfing', 'candle_color', 'no_condition', 'random', 'external_indicator', 'smc_all_with', 'smc_all_against', 'smc_internal_with', 'smc_internal_against', 'smc_swing_with', 'smc_swing_against', 'cci', 'stochastic', 'momentum', 'supertrend', 'utbot', 'rsi', 'ichimoku_kumo_break', 'smc', 'bollinger_bands', 'pinbar', 'engulfing']",1.0,"/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.signals=['cci_reversal', 'stochastic_reversal', 'rsi_reversal', 'pinbar_engulfing', 'candle_color', 'no_condition', 'random', 'external_indicator', 'smc_all_with', 'smc_all_against', 'smc_internal_with', 'smc_internal_against', 'smc_swing_with', 'smc_swing_against', 'cci', 'stochastic', 'momentum', 'supertrend', 'utbot', 'rsi', 'ichimoku_kumo_break', 'smc', 'bollinger_bands', 'pinbar', 'engulfing']",,,EXTRACTED
CFG-0087,must,strategy.signal_logic,selectable,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.signal_logic='selectable',,,EXTRACTED
CFG-0088,must,strategy.parameters.allow_buy,True,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.allow_buy=True,,,EXTRACTED
CFG-0089,must,strategy.parameters.allow_sell,True,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.allow_sell=True,,,EXTRACTED
CFG-0090,must,strategy.parameters.min_seconds_between_entries,2,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.min_seconds_between_entries=2,,,EXTRACTED
CFG-0091,must,strategy.parameters.async_execution,False,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.async_execution=False,,,EXTRACTED
CFG-0092,must,strategy.parameters.minutes_delay_after_clear,5,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.minutes_delay_after_clear=5,,,EXTRACTED
CFG-0093,must,strategy.parameters.max_buy_positions,50,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.max_buy_positions=50,,,EXTRACTED
CFG-0094,must,strategy.parameters.max_sell_positions,50,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.max_sell_positions=50,,,EXTRACTED
CFG-0095,must,strategy.parameters.dca_mode,step_multiplier,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.dca_mode='step_multiplier',,,EXTRACTED
CFG-0096,must,strategy.parameters.dca_switch_count,10,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.dca_switch_count=10,,,EXTRACTED
CFG-0097,must,strategy.parameters.dca_secondary_mode,signal,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.dca_secondary_mode='signal',,,EXTRACTED
CFG-0098,must,strategy.parameters.dca_step_pips,25.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.dca_step_pips=25.0,,,EXTRACTED
CFG-0099,must,strategy.parameters.dca_step_multiplier,1.2,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.dca_step_multiplier=1.2,,,EXTRACTED
CFG-0100,must,strategy.parameters.dca_trend_filter_after_positions,3,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.dca_trend_filter_after_positions=3,,,EXTRACTED
CFG-0101,must,strategy.parameters.dca_outside_session,True,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.dca_outside_session=True,,,EXTRACTED
CFG-0102,must,strategy.parameters.lot_mode,multiply,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lot_mode='multiply',,,EXTRACTED
CFG-0103,must,strategy.parameters.lot_multiplier,1.2,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lot_multiplier=1.2,,,EXTRACTED
CFG-0104,must,strategy.parameters.lot_additive,0.01,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lot_additive=0.01,,,EXTRACTED
CFG-0105,must,strategy.parameters.lot_stage_1_count,10,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lot_stage_1_count=10,,,EXTRACTED
CFG-0106,must,strategy.parameters.lot_stage_1_multiplier,1.2,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lot_stage_1_multiplier=1.2,,,EXTRACTED
CFG-0107,must,strategy.parameters.lot_stage_2_count,20,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lot_stage_2_count=20,,,EXTRACTED
CFG-0108,must,strategy.parameters.lot_stage_2_multiplier,1.1,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lot_stage_2_multiplier=1.1,,,EXTRACTED
CFG-0109,must,strategy.parameters.lot_stage_3_count,30,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lot_stage_3_count=30,,,EXTRACTED
CFG-0110,must,strategy.parameters.lot_stage_3_multiplier,1.05,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lot_stage_3_multiplier=1.05,,,EXTRACTED
CFG-0111,must,strategy.parameters.lot_stage_4_count,40,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lot_stage_4_count=40,,,EXTRACTED
CFG-0112,must,strategy.parameters.lot_stage_4_multiplier,1.06,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lot_stage_4_multiplier=1.06,,,EXTRACTED
CFG-0113,must,strategy.parameters.lot_stage_5_count,50,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lot_stage_5_count=50,,,EXTRACTED
CFG-0114,must,strategy.parameters.lot_stage_5_multiplier,1.03,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lot_stage_5_multiplier=1.03,,,EXTRACTED
CFG-0115,must,strategy.parameters.distance_stage_1_count,10,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.distance_stage_1_count=10,,,EXTRACTED
CFG-0116,must,strategy.parameters.distance_stage_1_pips,35.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.distance_stage_1_pips=35.0,,,EXTRACTED
CFG-0117,must,strategy.parameters.distance_stage_2_count,20,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.distance_stage_2_count=20,,,EXTRACTED
CFG-0118,must,strategy.parameters.distance_stage_2_pips,50.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.distance_stage_2_pips=50.0,,,EXTRACTED
CFG-0119,must,strategy.parameters.distance_stage_3_count,30,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.distance_stage_3_count=30,,,EXTRACTED
CFG-0120,must,strategy.parameters.distance_stage_3_pips,70.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.distance_stage_3_pips=70.0,,,EXTRACTED
CFG-0121,must,strategy.parameters.distance_stage_4_count,40,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.distance_stage_4_count=40,,,EXTRACTED
CFG-0122,must,strategy.parameters.distance_stage_4_pips,100.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.distance_stage_4_pips=100.0,,,EXTRACTED
CFG-0123,must,strategy.parameters.basket_target_money,20.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.basket_target_money=20.0,,,EXTRACTED
CFG-0124,must,strategy.parameters.basket_stop_money,-1000.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.basket_stop_money=-1000.0,,,EXTRACTED
CFG-0125,must,strategy.parameters.basket_tp_pips,10.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.basket_tp_pips=10.0,,,EXTRACTED
CFG-0126,must,strategy.parameters.adaptive_tp_loss_pct,-20.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.adaptive_tp_loss_pct=-20.0,,,EXTRACTED
CFG-0127,must,strategy.parameters.adaptive_tp_loss_money,-12000.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.adaptive_tp_loss_money=-12000.0,,,EXTRACTED
CFG-0128,must,strategy.parameters.adaptive_basket_tp_pips,3.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.adaptive_basket_tp_pips=3.0,,,EXTRACTED
CFG-0129,must,strategy.parameters.account_tp_money,500.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.account_tp_money=500.0,,,EXTRACTED
CFG-0130,must,strategy.parameters.account_sl_money,-1000.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.account_sl_money=-1000.0,,,EXTRACTED
CFG-0131,must,strategy.parameters.allow_account_wide_close,False,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.allow_account_wide_close=False,,,EXTRACTED
CFG-0132,must,strategy.parameters.buy_tp_money,100.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.buy_tp_money=100.0,,,EXTRACTED
CFG-0133,must,strategy.parameters.buy_sl_money,-500.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.buy_sl_money=-500.0,,,EXTRACTED
CFG-0134,must,strategy.parameters.sell_tp_money,100.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.sell_tp_money=100.0,,,EXTRACTED
CFG-0135,must,strategy.parameters.sell_sl_money,-500.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.sell_sl_money=-500.0,,,EXTRACTED
CFG-0136,must,strategy.parameters.daily_target_pct,2.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.daily_target_pct=2.0,,,EXTRACTED
CFG-0137,must,strategy.parameters.daily_target_money,0.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.daily_target_money=0.0,,,EXTRACTED
CFG-0138,must,strategy.parameters.daily_loss_money,-500.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.daily_loss_money=-500.0,,,EXTRACTED
CFG-0139,must,strategy.parameters.new_day_delay_minutes,30,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.new_day_delay_minutes=30,,,EXTRACTED
CFG-0140,must,strategy.parameters.stepped_target_money,200.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.stepped_target_money=200.0,,,EXTRACTED
CFG-0141,must,strategy.parameters.stepped_target_delay_minutes,30,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.stepped_target_delay_minutes=30,,,EXTRACTED
CFG-0142,must,strategy.parameters.balance_difference_pct,2.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.balance_difference_pct=2.0,,,EXTRACTED
CFG-0143,must,strategy.parameters.trailing_start_pips,20.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.trailing_start_pips=20.0,,,EXTRACTED
CFG-0144,must,strategy.parameters.trailing_distance_pips,10.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.trailing_distance_pips=10.0,,,EXTRACTED
CFG-0145,must,strategy.parameters.sniper_trigger_positions,5,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.sniper_trigger_positions=5,,,EXTRACTED
CFG-0146,must,strategy.parameters.sniper_head_count,1,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.sniper_head_count=1,,,EXTRACTED
CFG-0147,must,strategy.parameters.sniper_tail_max_count,2,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.sniper_tail_max_count=2,,,EXTRACTED
CFG-0148,must,strategy.parameters.sniper_target_money,1.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.sniper_target_money=1.0,,,EXTRACTED
CFG-0149,must,strategy.parameters.partial_close_pct,30.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.partial_close_pct=30.0,,,EXTRACTED
CFG-0150,must,strategy.parameters.cross_sniper_trigger_positions,8,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.cross_sniper_trigger_positions=8,,,EXTRACTED
CFG-0151,must,strategy.parameters.cross_sniper_target_money,2.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.cross_sniper_target_money=2.0,,,EXTRACTED
CFG-0152,must,strategy.parameters.cross_sniper_magic_pair_only,True,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.cross_sniper_magic_pair_only=True,,,EXTRACTED
CFG-0153,must,strategy.parameters.hedge_trigger_positions,12,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_trigger_positions=12,,,EXTRACTED
CFG-0154,must,strategy.parameters.hedge_trigger_loss_pct,-25.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_trigger_loss_pct=-25.0,,,EXTRACTED
CFG-0155,must,strategy.parameters.hedge_use_dca_lot,False,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_use_dca_lot=False,,,EXTRACTED
CFG-0156,must,strategy.parameters.hedge_lot_pct,50.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_lot_pct=50.0,,,EXTRACTED
CFG-0157,must,strategy.parameters.hedge_tp_pips,10.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_tp_pips=10.0,,,EXTRACTED
CFG-0158,must,strategy.parameters.hedge_exit_money,10.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_exit_money=10.0,,,EXTRACTED
CFG-0159,must,strategy.parameters.stop_sniper_during_hedge,True,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.stop_sniper_during_hedge=True,,,EXTRACTED
CFG-0160,must,strategy.parameters.hedge_zone_trigger_positions,15,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_zone_trigger_positions=15,,,EXTRACTED
CFG-0161,must,strategy.parameters.hedge_zone_lot_multiplier,1.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_zone_lot_multiplier=1.0,,,EXTRACTED
CFG-0162,must,strategy.parameters.hedge_zone_distance_pips,30.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_zone_distance_pips=30.0,,,EXTRACTED
CFG-0163,must,strategy.parameters.hedge_zone_target_money,20.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_zone_target_money=20.0,,,EXTRACTED
CFG-0164,must,strategy.parameters.hedge_zone_target_pips,5.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_zone_target_pips=5.0,,,EXTRACTED
CFG-0165,must,strategy.parameters.hedge_zone_new_target_count,25,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_zone_new_target_count=25,,,EXTRACTED
CFG-0166,must,strategy.parameters.hedge_zone_new_target_money,10.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_zone_new_target_money=10.0,,,EXTRACTED
CFG-0167,must,strategy.parameters.hedge_zone_max_lot,1.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.hedge_zone_max_lot=1.0,,,EXTRACTED
CFG-0168,must,strategy.parameters.reverse_trigger_positions,12,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.reverse_trigger_positions=12,,,EXTRACTED
CFG-0169,must,strategy.parameters.reverse_lot_pct,25.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.reverse_lot_pct=25.0,,,EXTRACTED
CFG-0170,must,strategy.parameters.reverse_fixed_lot,0.01,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.reverse_fixed_lot=0.01,,,EXTRACTED
CFG-0171,must,strategy.parameters.balance_trigger_lots,0.2,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.balance_trigger_lots=0.2,,,EXTRACTED
CFG-0172,must,strategy.parameters.balance_stop_lots,0.05,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.balance_stop_lots=0.05,,,EXTRACTED
CFG-0173,must,strategy.parameters.balance_add_lot,0.01,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.balance_add_lot=0.01,,,EXTRACTED
CFG-0174,must,strategy.parameters.balance_delay_seconds,30,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.balance_delay_seconds=30,,,EXTRACTED
CFG-0175,must,strategy.parameters.lottery_sl_multiplier,1.5,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lottery_sl_multiplier=1.5,,,EXTRACTED
CFG-0176,must,strategy.parameters.lottery_delay_minutes,5,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lottery_delay_minutes=5,,,EXTRACTED
CFG-0177,must,strategy.parameters.lottery_reset_loss_money,-1000.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.lottery_reset_loss_money=-1000.0,,,EXTRACTED
CFG-0178,must,strategy.parameters.reset_lot,0.01,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.reset_lot=0.01,,,EXTRACTED
CFG-0179,must,strategy.parameters.reset_multiplier,1.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.reset_multiplier=1.0,,,EXTRACTED
CFG-0180,must,strategy.parameters.reset_basket_tp_pips,10.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.reset_basket_tp_pips=10.0,,,EXTRACTED
CFG-0181,must,strategy.parameters.rsi_period,14,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.rsi_period=14,,,EXTRACTED
CFG-0182,must,strategy.parameters.rsi_oversold,25.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.rsi_oversold=25.0,,,EXTRACTED
CFG-0183,must,strategy.parameters.rsi_overbought,75.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.rsi_overbought=75.0,,,EXTRACTED
CFG-0184,must,strategy.parameters.cci_period,14,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.cci_period=14,,,EXTRACTED
CFG-0185,must,strategy.parameters.cci_oversold,-100.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.cci_oversold=-100.0,,,EXTRACTED
CFG-0186,must,strategy.parameters.cci_overbought,100.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.cci_overbought=100.0,,,EXTRACTED
CFG-0187,must,strategy.parameters.stoch_k,5,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.stoch_k=5,,,EXTRACTED
CFG-0188,must,strategy.parameters.stoch_d,3,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.stoch_d=3,,,EXTRACTED
CFG-0189,must,strategy.parameters.stoch_slowing,3,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.stoch_slowing=3,,,EXTRACTED
CFG-0190,must,strategy.parameters.momentum_period,14,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.momentum_period=14,,,EXTRACTED
CFG-0191,must,strategy.parameters.momentum_buy_level,100.45,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.momentum_buy_level=100.45,,,EXTRACTED
CFG-0192,must,strategy.parameters.momentum_sell_level,99.45,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.momentum_sell_level=99.45,,,EXTRACTED
CFG-0193,must,strategy.parameters.ema_fast,34,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.ema_fast=34,,,EXTRACTED
CFG-0194,must,strategy.parameters.ema_slow,89,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.ema_slow=89,,,EXTRACTED
CFG-0195,must,strategy.parameters.bb_period,20,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.bb_period=20,,,EXTRACTED
CFG-0196,must,strategy.parameters.bb_deviation,2.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.bb_deviation=2.0,,,EXTRACTED
CFG-0197,must,strategy.parameters.atr_period,10,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.atr_period=10,,,EXTRACTED
CFG-0198,must,strategy.parameters.atr_break_multiplier,1.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.atr_break_multiplier=1.0,,,EXTRACTED
CFG-0199,must,strategy.parameters.supertrend_period,21,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.supertrend_period=21,,,EXTRACTED
CFG-0200,must,strategy.parameters.supertrend_multiplier,3.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.supertrend_multiplier=3.0,,,EXTRACTED
CFG-0201,must,strategy.parameters.utbot_period,10,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.utbot_period=10,,,EXTRACTED
CFG-0202,must,strategy.parameters.utbot_sensitivity,1.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.utbot_sensitivity=1.0,,,EXTRACTED
CFG-0203,must,strategy.parameters.ichimoku_tenkan,9,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.ichimoku_tenkan=9,,,EXTRACTED
CFG-0204,must,strategy.parameters.ichimoku_kijun,26,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.ichimoku_kijun=26,,,EXTRACTED
CFG-0205,must,strategy.parameters.ichimoku_senkou,52,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.ichimoku_senkou=52,,,EXTRACTED
CFG-0206,must,strategy.parameters.smc_internal_lookback,5,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.smc_internal_lookback=5,,,EXTRACTED
CFG-0207,must,strategy.parameters.smc_swing_lookback,20,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.smc_swing_lookback=20,,,EXTRACTED
CFG-0208,must,strategy.parameters.pinbar_wick_ratio,5.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.pinbar_wick_ratio=5.0,,,EXTRACTED
CFG-0209,must,strategy.parameters.pinbar_opposite_ratio,6.0,1.0,/mnt/data/vkmql_fix_work/tests/fixtures/ccbsn_demo_profile.yaml:p-:strategy.parameters.pinbar_opposite_ratio=6.0,,,EXTRACTED
